Description,UnitsSold,Revenue,Orders,Customers,UnitsPerOrder
SCOTTIE DOGS BABY BIB,1993,951.1099999999999,246,68,8.101626016260163
SCOTTIES CHILDRENS APRON,210,348.91999999999996,57,9,3.6842105263157894
SCOTTIES DESIGN WASHBAG,170,314.54999999999995,56,26,3.0357142857142856
SEASIDE FLYING DISC,505,626.53,81,33,6.234567901234568
SET 10 CARD CHRISTMAS STAMPS 16963,2,5.82,1,0,2.0
SET 10 CARD CHRISTMAS WELCOME 17112,8,23.28,6,0,1.3333333333333333
SET 10 CARD KRAFT REINDEER 17084,20,49.800000000000004,14,0,1.4285714285714286
SET 10 CARD PERFECT NATIVITY 17089,4,9.96,4,0,1.0
SET 10 CARD SNOWMAN 16965,5,12.450000000000001,4,0,1.25
SET 10 CARDS 12 DAYS OF XMAS 17059,4,11.64,1,0,4.0
SET 10 CARDS 12 DAYS WRAP  17058,26,86.58000000000001,11,0,2.3636363636363638
SET 10 CARDS 3 WISE MEN 17107,1,2.91,1,0,1.0
SET 10 CARDS CHEERFUL ROBIN 17065,15,31.200000000000003,10,0,1.5
SET 10 CARDS CHRISTMAS BAUBLE 16954,1,3.33,1,0,1.0
SET 10 CARDS CHRISTMAS HOLLY  17259,3,12.48,3,0,1.0
SET 10 CARDS CHRISTMAS ROBIN 17095,3,6.24,3,0,1.0
SET 10 CARDS CHRISTMAS TREE 16955,5,16.65,5,0,1.0
SET 10 CARDS DAVID'S MADONNA 17074,6,14.940000000000001,4,0,1.5
SET 10 CARDS DECK THE HALLS 16960,2,4.98,2,0,1.0
SET 10 CARDS DINKY TREE 17076,43,107.07000000000001,16,0,2.6875
SET 10 CARDS DRESSING UP 17077,24,59.760000000000005,10,0,2.4
SET 10 CARDS FILIGREE BAUBLE 16961,4,9.96,4,0,1.0
SET 10 CARDS HANGING BAUBLES 17080,2,5.48,2,1,1.0
SET 10 CARDS HATS & STOCKINGS 17081,8,13.28,7,0,1.1428571428571428
SET 10 CARDS JINGLE BELLS 16957,8,19.92,5,0,1.6
SET 10 CARDS JINGLE BELLS 17217,8,19.92,7,0,1.1428571428571428
SET 10 CARDS MAGICAL TREE 17086,4,13.32,4,0,1.0
SET 10 CARDS OUT OF ORDER 17216,11,27.39,9,0,1.2222222222222223
SET 10 CARDS PERFECT POST 17090,10,24.900000000000002,7,0,1.4285714285714286
SET 10 CARDS POINSETTIA 17093,4,9.96,2,0,2.0
SET 10 CARDS PRINTED GRAPHIC 17219,4,9.96,4,0,1.0
SET 10 CARDS RED RIDING HOOD 17214,40,99.60000000000001,16,0,2.5
SET 10 CARDS ROBIN WATERPUMP  17096,2,5.82,2,0,1.0
SET 10 CARDS RUDOLPHS NOSE 17097,4,11.64,3,0,1.3333333333333333
SET 10 CARDS SCOTTIE DOG 17211,9,22.410000000000004,8,0,1.125
SET 10 CARDS SNOWY ROBIN 17099,1,2.91,1,0,1.0
SET 10 CARDS SNOWY SNOWDROPS  17100,8,19.92,4,0,2.0
SET 10 CARDS SWIRLY XMAS TREE 17104,2,5.82,1,0,2.0
SET 10 CARDS TRIANGLE ICONS  17220,1,2.91,1,0,1.0
SET 10 CARDS WISHING TREE 17116,9,26.19,7,0,1.2857142857142858
SET 10 CARDS WORLD CHILDREN 17067,3,7.470000000000001,3,0,1.0
SET 10 CARDS XMAS CHOIR 17068,5,14.55,5,0,1.0
SET 10 CARDS XMAS GRAPHIC  17218,7,17.43,2,0,3.5
SET 10 CHRISTMAS CARDS HOHOHO 16956,9,22.410000000000004,4,0,2.25
SET 10 LIGHTS NIGHT OWL,461,3317.4700000000003,119,53,3.8739495798319328
SET 10 MINI SANTA & SNOWMAN  17087,4,6.64,2,0,2.0
SET 10 MINICARDS CUTE SNOWMAN 17071,5,8.299999999999999,2,0,2.5
SET 10 NIGHT OWL LIGHTS,506,3915.48,170,59,2.976470588235294
SET 10 XMAS CARDS & BADGES 17070,11,27.39,6,0,1.8333333333333333
SET 12 COLOUR PENCILS DOILEY,48,31.200000000000003,3,3,16.0
SET 12 COLOUR PENCILS DOLLY GIRL ,2382,1681.5,232,134,10.267241379310345
SET 12 COLOUR PENCILS LOVE LONDON,1859,1464.38,169,107,11.0
SET 12 COLOUR PENCILS SPACEBOY ,3285,2495.75,282,184,11.648936170212766
SET 12 COLOURING PENCILS DOILEY,1,0.65,1,1,1.0
SET 12 COLOURING PENCILS DOILY,2204,1638.7,191,112,11.539267015706807
SET 12 KIDS  WHITE CHALK STICKS,4156,1704.03,225,132,18.47111111111111
SET 12 KIDS COLOUR  CHALK STICKS,7200,2950.67,369,193,19.51219512195122
SET 12 LAVENDER  BOTANICAL T-LIGHTS,764,2089.64,76,59,10.052631578947368
SET 12 RETRO WHITE CHALK STICKS,4600,1973.9099999999999,359,156,12.813370473537605
SET 12 VINTAGE DOILY CHALK ,1315,587.49,110,86,11.954545454545455
SET 2 PANTRY DESIGN TEA TOWELS,2815,9012.27,372,241,7.567204301075269
SET 2 TEA TOWELS I LOVE LONDON ,2130,6875.88,264,111,8.068181818181818
SET 20 NAPKINS FAIRY CAKES DESIGN ,2749,2375.44,350,198,7.854285714285714
SET 3 PAPER VINTAGE CHICK PAPER EGG,1778,5023.5,214,179,8.30841121495327
SET 3 SONG BIRD PAPER EGGS ASSORTED,1173,3277.3100000000004,138,122,8.5
SET 3 WICKER OVAL BASKETS W LIDS,463,5961.25,33,29,14.030303030303031
SET 3 WICKER STORAGE BASKETS ,241,3399.95,74,65,3.2567567567567566
SET 36 COLOUR PENCILS DOILEY,64,80.0,3,3,21.333333333333332
SET 36 COLOUR PENCILS DOLLY GIRL,1391,1752.79,147,76,9.462585034013605
SET 36 COLOUR PENCILS LOVE LONDON,1105,1581.06,126,80,8.76984126984127
SET 36 COLOUR PENCILS SPACEBOY ,1712,2313.53,185,98,9.254054054054054
SET 36 COLOURING PENCILS DOILEY,1,1.25,1,1,1.0
SET 36 COLOURING PENCILS DOILY,1490,2076.6,147,84,10.136054421768707
SET 4 NURSERY DES ROUND BOXES,55,57.25,9,9,6.111111111111111
SET 4 PICNIC CUTLERY BLUEBERRY,82,159.9,9,9,9.11111111111111
SET 4 PICNIC CUTLERY CHERRY ,71,138.45,9,9,7.888888888888889
SET 4 PICNIC CUTLERY FONDANT,65,126.75,6,6,10.833333333333334
SET 4 VALENTINE DECOUPAGE HEART BOX,174,566.1800000000001,64,38,2.71875
SET 40 HEART SHAPE PETIT FOUR CASES,4303,6792.23,161,123,26.726708074534162
SET 6 CARDS SPARKLY REINDEER 17262,9,44.910000000000004,4,0,2.25
SET 6 FOOTBALL CELEBRATION CANDLES,660,834.73,103,59,6.407766990291262
SET 6 PAPER TABLE LANTERN HEARTS ,2333,8577.51,297,205,7.8552188552188555
SET 6 PAPER TABLE LANTERN STARS ,1933,7254.650000000001,246,161,7.857723577235772
SET 6 SCHOOL MILK BOTTLES IN CRATE,2845,13284.49,405,195,7.0246913580246915
SET 7 BABUSHKA NESTING BOXES,1790,14453.470000000001,380,188,4.7105263157894735
SET 8 CANDLES VINTAGE DOILEY,122,216.29999999999998,7,7,17.428571428571427
SET 8 CANDLES VINTAGE DOILY,1065,2079.85,107,88,9.953271028037383
SET OF 10 LANTERNS FAIRY LIGHT STAR,581,2384.9700000000003,99,81,5.8686868686868685
SET OF 10 LED DOLLY LIGHTS,2221,13303.019999999999,372,271,5.970430107526882
SET OF 12  VINTAGE POSTCARD SET,2182,1719.8400000000001,143,103,15.258741258741258
SET OF 12 FAIRY CAKE BAKING CASES,8486,7001.99,552,323,15.373188405797102
SET OF 12 FORK CANDLES,1249,3507.51,141,89,8.858156028368795
SET OF 12 MINI BUNNIES IN A BUCKET,35,73.5,19,18,1.8421052631578947
SET OF 12 MINI LOAF BAKING CASES,6140,5078.429999999999,444,250,13.82882882882883
SET OF 12 ROSE BOTANICAL T-LIGHTS,51,153.29000000000002,9,7,5.666666666666667
SET OF 12 T-LIGHTS VINTAGE DOILEY,61,118.94999999999999,6,6,10.166666666666666
SET OF 12 T-LIGHTS VINTAGE DOILY,932,1753.36,73,67,12.767123287671232
SET OF 16 VINTAGE BLACK CUTLERY,140,1722.74,50,15,2.8
SET OF 16 VINTAGE IVORY CUTLERY,2,25.5,2,2,1.0
SET OF 16 VINTAGE PISTACHIO CUTLERY,317,3585.99,104,36,3.048076923076923
SET OF 16 VINTAGE RED CUTLERY,160,1736.35,58,27,2.7586206896551726
SET OF 16 VINTAGE ROSE CUTLERY,272,3264.63,101,32,2.6930693069306932
SET OF 16 VINTAGE SKY BLUE CUTLERY,178,1931.1699999999998,66,25,2.696969696969697
SET OF 2 CERAMIC CHRISTMAS REINDEER,1448,2019.59,89,68,16.269662921348313
SET OF 2 CERAMIC CHRISTMAS TREES,786,1163.1299999999999,94,63,8.361702127659575
SET OF 2 CERAMIC PAINTED HEARTS ,1183,1659.37,125,96,9.464
SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1212,1232.27,161,74,7.527950310559007
SET OF 2 ROUND TINS CAMEMBERT ,283,751.7700000000001,98,60,2.8877551020408165
SET OF 2 ROUND TINS DUTCH CHEESE,254,538.0600000000001,79,63,3.2151898734177213
SET OF 2 TEA TOWELS APPLE AND PEARS,2063,6349.95,284,163,7.264084507042254
SET OF 2 TEA TOWELS PING MICROWAVE,150,309.11,76,14,1.9736842105263157
SET OF 2 TINS JARDIN DE PROVENCE,253,980.7,96,78,2.6354166666666665
SET OF 2 TINS VINTAGE BATHROOM ,225,1145.15,100,50,2.25
SET OF 2 TRAYS HOME SWEET HOME,267,2729.33,133,103,2.007518796992481
SET OF 2 WOODEN MARKET CRATES,526,7190.349999999999,208,142,2.5288461538461537
SET OF 20 KIDS COOKIE CUTTERS,4321,9404.150000000001,517,290,8.357833655705996
SET OF 20 VINTAGE CHRISTMAS NAPKINS,8987,8050.53,610,368,14.732786885245902
SET OF 3 BABUSHKA STACKING TINS,275,1361.25,13,7,21.153846153846153
SET OF 3 BIRD LIGHT PINK FEATHER ,1862,984.5699999999999,223,114,8.349775784753364
SET OF 3 BLACK FLYING DUCKS,577,2934.8100000000004,111,30,5.198198198198198
SET OF 3 BUTTERFLY COOKIE CUTTERS,5805,8161.46,688,325,8.4375
SET OF 3 CAKE TINS PANTRY DESIGN ,7493,38158.39,1385,640,5.410108303249097
SET OF 3 CAKE TINS SKETCHBOOK,1022,4678.71,297,183,3.441077441077441
SET OF 3 COLOURED  FLYING DUCKS,394,1888.1000000000001,39,28,10.102564102564102
SET OF 3 CONEY ISLAND OVAL BOXES,13,66.12,8,7,1.625
SET OF 3 GOLD FLYING DUCKS,127,454.65,21,16,6.0476190476190474
SET OF 3 HANGING OWLS OLLIE BEAK,3749,4557.97,325,171,11.535384615384615
SET OF 3 HEART COOKIE CUTTERS,6350,8540.9,685,376,9.27007299270073
SET OF 3 MINI HANGING PORTRAITS,32,123.2,2,2,16.0
SET OF 3 NOTEBOOKS IN PARCEL,5445,9043.939999999999,422,253,12.902843601895734
SET OF 3 PANTRY WOODEN SPOONS,225,306.66,41,21,5.487804878048781
SET OF 3 PINK FLYING DUCKS,1,5.45,1,1,1.0
SET OF 3 REGENCY CAKE TINS,6357,31177.95,873,472,7.281786941580756
SET OF 3 WOODEN HEART DECORATIONS,3893,5184.69,445,269,8.748314606741573
SET OF 3 WOODEN SLEIGH DECORATIONS,1966,2694.56,299,177,6.575250836120401
SET OF 3 WOODEN STOCKING DECORATION,2064,2757.57,319,201,6.470219435736677
SET OF 3 WOODEN TREE DECORATIONS,1784,2423.54,293,180,6.088737201365188
SET OF 36 DINOSAUR PAPER DOILIES,335,499.08,65,35,5.153846153846154
SET OF 36 DOILIES PANTRY DESIGN,2741,3983.6,244,172,11.23360655737705
SET OF 36 DOILIES SPACEBOY DESIGN ,817,1135.3999999999999,68,47,12.014705882352942
SET OF 36 DOLLY GIRL PAPER DOILIES,45,69.66,15,12,3.0
SET OF 36 MUSHROOM PAPER DOILIES,159,230.54999999999998,30,25,5.3
SET OF 36 PAISLEY FLOWER DOILIES,2219,3545.6,360,177,6.163888888888889
SET OF 36 PANTRY PAPER DOILIES,67,139.78,33,14,2.0303030303030303
SET OF 36 SPACEBOY PAPER DOILIES,51,75.42,8,7,6.375
SET OF 36 TEATIME PAPER DOILIES,3053,4474.07,334,201,9.140718562874252
SET OF 36 VINTAGE CHRISTMAS DOILIES,38,71.27,8,6,4.75
SET OF 4 BLACK LOVEBIRD COASTERS,451,554.78,82,24,5.5
SET OF 4 CAROUSEL PLACEMATS ,91,183.45,23,7,3.9565217391304346
SET OF 4 DIAMOND NAPKIN RINGS,166,1393.79,38,20,4.368421052631579
SET OF 4 ENGLISH ROSE COASTERS,1254,1767.05,279,100,4.494623655913978
SET OF 4 ENGLISH ROSE PLACEMATS,1000,4193.12,298,103,3.3557046979865772
SET OF 4 FAIRY CAKE PLACEMATS,222,843.34,83,37,2.674698795180723
SET OF 4 FAIRY CAKE PLACEMATS ,519,965.41,68,42,7.632352941176471
SET OF 4 GREEN CAROUSEL COASTERS,35,50.75,17,9,2.0588235294117645
SET OF 4 JAM JAR MAGNETS,2732,5907.360000000001,235,141,11.625531914893617
SET OF 4 KNICK KNACK TINS  DOILEY ,6,24.900000000000002,1,1,6.0
SET OF 4 KNICK KNACK TINS DOILEY ,1820,7252.9400000000005,182,142,10.0
SET OF 4 KNICK KNACK TINS DOILY ,2360,9759.68,353,230,6.685552407932011
SET OF 4 KNICK KNACK TINS LEAF,748,3024.76,123,94,6.08130081300813
SET OF 4 KNICK KNACK TINS LEAVES ,306,1253.7800000000002,54,51,5.666666666666667
SET OF 4 KNICK KNACK TINS LONDON ,1862,7825.56,274,150,6.795620437956204
SET OF 4 KNICK KNACK TINS POPPIES,853,3399.4900000000002,178,125,4.792134831460674
SET OF 4 NAPKIN CHARMS 3 KEYS ,238,449.39,57,33,4.175438596491228
SET OF 4 NAPKIN CHARMS CROWNS ,300,481.88,52,37,5.769230769230769
SET OF 4 NAPKIN CHARMS CUTLERY,1253,3044.76,125,77,10.024
SET OF 4 NAPKIN CHARMS HEARTS,806,1937.7099999999998,148,101,5.445945945945946
SET OF 4 NAPKIN CHARMS INSTRUMENT,139,303.72999999999996,37,23,3.7567567567567566
SET OF 4 NAPKIN CHARMS LEAVES   ,240,445.16999999999996,48,29,5.0
SET OF 4 NAPKIN CHARMS STARS   ,269,596.36,51,39,5.2745098039215685
SET OF 4 PANTRY JELLY MOULDS,12672,16507.23,1073,431,11.809878844361602
SET OF 4 PISTACHIO LOVEBIRD COASTER,476,553.8,93,26,5.118279569892473
SET OF 4 POLKADOT COASTERS,174,312.53,77,25,2.25974025974026
SET OF 4 POLKADOT PLACEMATS ,174,824.91,78,20,2.230769230769231
SET OF 4 ROSE BOTANICAL CANDLES,897,1451.99,165,97,5.4363636363636365
SET OF 4 SANTA PLACE SETTINGS,1202,1531.95,108,79,11.12962962962963
SET OF 5 LUCKY CAT MAGNETS ,2635,5517.99,255,96,10.333333333333334
SET OF 5 MINI GROCERY MAGNETS,1672,3437.85,205,117,8.15609756097561
SET OF 5 PANCAKE DAY MAGNETS,2321,4771.76,223,121,10.408071748878923
SET OF 6 3D KIT CARDS FOR KIDS,1488,1368.75,223,115,6.672645739910314
SET OF 6 CAKE CHOPSTICKS,641,979.48,153,37,4.189542483660131
SET OF 6 EASTER RAINBOW CHICKS,12,15.0,1,1,12.0
SET OF 6 FUNKY BEAKERS,551,1843.6100000000001,162,26,3.4012345679012346
SET OF 6 GIRLS CELEBRATION CANDLES,593,750.2,126,57,4.7063492063492065
SET OF 6 HALLOWEEN GHOST T-LIGHTS,693,318.66999999999996,83,36,8.349397590361447
SET OF 6 HEART CHOPSTICKS,813,1142.15,152,62,5.348684210526316
SET OF 6 HERB TINS SKETCHBOOK,1169,4282.570000000001,295,170,3.9627118644067796
SET OF 6 ICE CREAM SKITTLES,16,47.2,3,3,5.333333333333333
SET OF 6 KASHMIR FOLKART BAUBLES,711,1121.9099999999999,83,62,8.566265060240964
SET OF 6 NATIVITY MAGNETS ,2570,5170.1,163,111,15.766871165644172
SET OF 6 RIBBONS COUNTRY STYLE,173,502.07000000000005,26,20,6.653846153846154
SET OF 6 RIBBONS PARTY,170,476.0,16,13,10.625
SET OF 6 RIBBONS PERFECTLY PRETTY  ,253,730.37,43,37,5.883720930232558
SET OF 6 RIBBONS VINTAGE CHRISTMAS,3265,10621.6,422,278,7.73696682464455
SET OF 6 SNACK LOAF BAKING CASES,4420,3631.0499999999997,354,214,12.485875706214689
SET OF 6 SOLDIER SKITTLES,2487,9921.29,443,250,5.6139954853273135
SET OF 6 SPICE TINS PANTRY DESIGN,5978,24483.66,834,393,7.167865707434053
SET OF 6 STRAWBERRY CHOPSTICKS,801,1054.44,144,46,5.5625
SET OF 6 T-LIGHTS CACTI ,881,2419.29,108,37,8.157407407407407
SET OF 6 T-LIGHTS EASTER CHICKS,345,1038.8700000000001,75,51,4.6
SET OF 6 T-LIGHTS SANTA,1254,3822.5000000000005,204,141,6.147058823529412
SET OF 6 T-LIGHTS SNOWMEN,952,3045.6800000000003,165,106,5.7696969696969695
SET OF 6 T-LIGHTS TOADSTOOLS,825,2428.1800000000003,195,74,4.230769230769231
SET OF 6 T-LIGHTS WEDDING CAKE ,260,677.0400000000001,38,28,6.842105263157895
SET OF 6 TEA TIME BAKING CASES,4981,5988.05,378,243,13.177248677248677
SET OF 6 VINTAGE NOTELETS KIT,563,560.11,42,22,13.404761904761905
SET OF 60 I LOVE LONDON CAKE CASES ,8332,4527.2,407,178,20.471744471744472
SET OF 60 PANTRY DESIGN CAKE CASES ,12063,6379.59,629,366,19.17806041335453
SET OF 60 VINTAGE LEAF CAKE CASES ,6151,3279.21,382,209,16.102094240837697
SET OF 72 GREEN PAPER DOILIES,42,60.9,18,15,2.3333333333333335
SET OF 72 PINK HEART PAPER DOILIES,4312,6672.7,510,209,8.454901960784314
SET OF 72 RETROSPOT PAPER  DOILIES,5812,8374.189999999999,453,244,12.830022075055188
SET OF 72 SKULL PAPER  DOILIES,884,1271.52,103,58,8.58252427184466
SET OF 9 BLACK SKULL BALLOONS,2830,2418.94,226,140,12.52212389380531
SET OF 9 HEART SHAPED BALLOONS,2766,3456.75,266,153,10.398496240601503
SET OF PICTURE FRAME  STICKERS,135,593.37,62,14,2.1774193548387095
SET OF SALT AND PEPPER TOADSTOOLS,2478,3029.1,199,117,12.452261306532664
SET OF SKULL WALL STICKERS,95,274.37,20,15,4.75
SET OF THREE VINTAGE GIFT WRAPS,1,1.95,1,0,1.0
SET/10 BLUE POLKADOT PARTY CANDLES,4015,4868.05,240,180,16.729166666666668
SET/10 IVORY POLKADOT PARTY CANDLES,1145,1383.34,154,66,7.435064935064935
SET/10 PINK POLKADOT PARTY CANDLES,5331,6496.04,344,214,15.497093023255815
SET/10 RED POLKADOT PARTY CANDLES,6634,8033.85,379,238,17.503957783641162
SET/12 FUNKY FELT FLOWER PEG IN BAG,224,419.01000000000005,48,22,4.666666666666667
SET/12 TAPER CANDLES,607,605.89,93,38,6.526881720430108
SET/2 RED RETROSPOT TEA TOWELS ,2603,8549.85,394,151,6.606598984771574
SET/20 FRUIT SALAD PAPER NAPKINS ,88,143.44,25,0,3.52
SET/20 RED RETROSPOT PAPER NAPKINS ,13210,11319.36,986,427,13.397565922920892
SET/20 STRAWBERRY PAPER NAPKINS ,2780,2540.39,313,148,8.881789137380192
SET/3 CHRISTMAS DECOUPAGE CANDLES,893,1006.27,69,26,12.942028985507246
SET/3 DECOUPAGE STACKING TINS,194,997.47,69,45,2.8115942028985508
SET/3 FLORAL GARDEN TOOLS IN BAG,3,23.85,2,1,1.5
SET/3 OCEAN SCENT CANDLE JEWEL BOX,401,1863.87,114,56,3.517543859649123
SET/3 POLKADOT STACKING TINS,78,389.55,29,22,2.689655172413793
SET/3 POT PLANT CANDLES,68,424.46000000000004,32,20,2.125
SET/3 RABBITS FLOWER SKIPPPING ROPE,127,113.41,26,21,4.884615384615385
SET/3 RED GINGHAM ROSE STORAGE BOX,3040,11928.45,477,186,6.373165618448637
SET/3 ROSE CANDLE IN JEWELLED BOX,402,1916.1399999999999,112,53,3.5892857142857144
SET/3 TALL GLASS CANDLE HOLDER PINK,4,89.22,3,1,1.3333333333333333
SET/3 VANILLA SCENTED CANDLE IN BOX,726,3186.5,162,83,4.481481481481482
SET/4 2 TONE EGG SHAPE MIXING BOWLS,1,9.95,1,0,1.0
SET/4 BADGES BALLOON GIRL,448,561.84,89,35,5.033707865168539
SET/4 BADGES BEETLES,269,353.19,73,26,3.684931506849315
SET/4 BADGES CUTE CREATURES,261,340.22,54,24,4.833333333333333
SET/4 BADGES DOGS,348,457.51,89,34,3.9101123595505616
SET/4 BIRD MIRROR MAGNETS ,485,188.86999999999998,51,40,9.509803921568627
SET/4 BLUE FLOWER CANDLES IN BOWL,137,229.46999999999997,35,28,3.914285714285714
SET/4 BUTTERFLY MIRROR MAGNETS,79,39.199999999999996,13,11,6.076923076923077
SET/4 COLOURFUL MIXING BOWLS,71,671.93,43,27,1.6511627906976745
SET/4 DAISY MIRROR MAGNETS,495,193.03,44,35,11.25
SET/4 GARDEN ROSE DINNER CANDLE,7,11.549999999999999,3,3,2.3333333333333335
SET/4 MODERN VINTAGE COTTON NAPKINS,77,86.75,23,20,3.347826086956522
SET/4 RED MINI ROSE CANDLE IN BOWL,746,1145.73,191,26,3.905759162303665
SET/4 SKULL BADGES,914,1080.0,165,58,5.539393939393939
SET/4 SPRING FLOWER DECORATION,1148,1389.08,128,64,8.96875
SET/4 WHITE RETRO STORAGE CUBES ,415,16363.300000000001,155,79,2.6774193548387095
SET/5 RED RETROSPOT LID GLASS BOWLS,6084,17655.8,879,356,6.921501706484642
SET/5 RED SPOTTY LID GLASS BOWLS,288,734.4,1,1,288.0
SET/6 BEAD COASTERS GAUZE BAG GOLD,582,309.29999999999995,27,12,21.555555555555557
SET/6 BLACK BIRD T-LIGHT CANDLES,215,316.75,39,13,5.512820512820513
SET/6 COLLAGE PAPER CUPS,2610,773.14,181,90,14.41988950276243
SET/6 COLLAGE PAPER PLATES,2421,1278.23,217,98,11.15668202764977
SET/6 EAU DE NIL BIRD T-LIGHTS,335,608.53,72,26,4.652777777777778
SET/6 FROG PRINCE T-LIGHT CANDLES,479,795.02,86,40,5.569767441860465
SET/6 FRUIT SALAD  PAPER PLATES,1259,581.09,105,63,11.99047619047619
SET/6 FRUIT SALAD PAPER CUPS,1678,428.28000000000003,103,67,16.29126213592233
SET/6 GREEN SPRING PAPER CUPS,233,48.99,25,23,9.32
SET/6 IVORY BIRD T-LIGHT CANDLES,1,2.1,1,1,1.0
SET/6 PINK  BUTTERFLY T-LIGHTS,2098,4012.05,186,87,11.279569892473118
SET/6 PINK BIRD T-LIGHT CANDLES,451,796.99,100,30,4.51
SET/6 POSIES PAPER CUPS,141,74.57000000000001,16,10,8.8125
SET/6 POSIES PAPER PLATES,125,118.72999999999999,14,9,8.928571428571429
SET/6 PURPLE BUTTERFLY T-LIGHTS,890,2149.4,196,51,4.540816326530612
SET/6 RED SPOTTY PAPER CUPS,7137,4861.900000000001,428,167,16.675233644859812
SET/6 RED SPOTTY PAPER PLATES,8758,6933.259999999999,527,179,16.618595825426944
SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1293,2590.42,165,78,7.836363636363636
SET/9 CHRISTMAS T-LIGHTS SCENTED ,25,31.25,7,7,3.5714285714285716
SET3 BOOK BOX GREEN GINGHAM FLOWER ,1208,5167.88,262,117,4.6106870229007635
SEWING BOX RETROSPOT DESIGN ,211,2132.44,86,71,2.453488372093023
SEWING SUSAN 21 NEEDLE SET,918,880.4699999999999,172,50,5.337209302325581
SHELF WITH 4 HOOKS HOME SWEET HOME,461,2409.34,107,76,4.308411214953271
SHOE SHINE BOX ,57,633.0699999999999,44,20,1.2954545454545454
"SILICON CUBE 25W, BLUE",11,4.62,2,2,5.5
SILICON STAR BULB  BLUE,18,7.56,8,8,2.25
SILK PURSE BABUSHKA BLUE,195,661.11,58,41,3.3620689655172415
SILK PURSE BABUSHKA PINK,492,1587.3000000000002,143,65,3.4405594405594404
SILK PURSE BABUSHKA RED,223,779.1500000000001,51,35,4.372549019607843
SILVER  CANDLEPOT JARDIN ,24,90.0,7,6,3.4285714285714284
SILVER 2 STRAND NECKLACE-LEAF CHARM,2,15.0,2,2,1.0
SILVER AND BLACK ORBIT NECKLACE,2,13.350000000000001,2,1,1.0
SILVER APERITIF GLASS,276,128.4,8,7,34.5
SILVER BELLS TABLE DECORATION,2169,2743.13,257,180,8.439688715953308
SILVER BLACK ORBIT BRACELET,13,68.73,11,3,1.1818181818181819
SILVER BLACK ORBIT DROP EARRINGS,12,50.400000000000006,9,3,1.3333333333333333
SILVER BOOK MARK WITH BEADS,161,182.25,34,1,4.735294117647059
SILVER BRACELET W PASTEL FLOWER,33,252.18,19,7,1.736842105263158
SILVER CHRISTMAS TREE BAUBLE STAND ,34,577.35,23,14,1.4782608695652173
SILVER DIAMANTE PEN IN GIFT BOX,175,558.83,66,16,2.6515151515151514
SILVER DISCO HANDBAG,129,272.99,35,24,3.6857142857142855
SILVER DROP EARRINGS WITH FLOWER,18,67.36,14,3,1.2857142857142858
SILVER FABRIC MIRROR,458,219.35000000000002,46,29,9.956521739130435
SILVER FISHING GNOME ,52,419.52000000000004,27,13,1.9259259259259258
SILVER FLOWR PINK SHELL NECKLACE,53,342.76000000000005,4,2,13.25
SILVER GLASS T-LIGHT SET,201,525.75,17,13,11.823529411764707
SILVER GLITTER FLOWER VOTIVE HOLDER,1421,441.07,57,40,24.92982456140351
SILVER HANGING T-LIGHT HOLDER,4801,7642.44,290,165,16.555172413793102
SILVER HEARTS TABLE DECORATION,1288,1086.6499999999999,157,128,8.203821656050955
SILVER HOOP EARRINGS WITH FLOWER,28,168.0,18,7,1.5555555555555556
SILVER JEWELLED MIRROR TRINKET TRAY,95,695.23,45,21,2.111111111111111
SILVER LARIAT 40CM,26,163.82,10,7,2.6
SILVER LARIAT BLACK STONE EARRINGS,16,67.87,10,6,1.6
SILVER LATTICE VANILLA CANDLE POT,17,63.75,7,7,2.4285714285714284
SILVER LOOKING MIRROR,5,24.75,2,2,2.5
SILVER M.O.P ORBIT BRACELET,38,197.09,27,8,1.4074074074074074
SILVER M.O.P ORBIT DROP EARRINGS,46,193.33,37,8,1.2432432432432432
SILVER M.O.P. ORBIT NECKLACE,11,54.800000000000004,6,3,1.8333333333333333
SILVER MINI TAPE MEASURE ,158,271.21999999999997,26,0,6.076923076923077
SILVER MUG BONE CHINA TREE OF LIFE,1174,1428.57,111,85,10.576576576576576
SILVER OVAL SHAPE TRINKET BOX,25,221.79999999999998,17,7,1.4705882352941178
SILVER PHOTO FRAME,136,409.83,37,19,3.675675675675676
SILVER PLATE CANDLE BOWL SMALL,348,1101.2800000000002,57,36,6.105263157894737
SILVER RECORD COVER FRAME,365,1649.6399999999999,41,13,8.902439024390244
SILVER ROCCOCO CHANDELIER,14,504.32,9,6,1.5555555555555556
SILVER ROCOCO CANDLE STICK,146,340.7,14,11,10.428571428571429
SILVER STANDING GNOME   ,44,217.35999999999999,22,13,2.0
SILVER STARS TABLE DECORATION,2037,1744.61,213,175,9.56338028169014
SILVER T-LIGHT SETTING,143,924.29,28,6,5.107142857142857
SILVER TEDDY BEAR,64,244.72,27,14,2.3703703703703702
SILVER VANILLA  FLOWER CANDLE POT,95,369.87,26,22,3.6538461538461537
SILVER/AMETHYST DROP EARRINGS LEAF,20,58.43,19,4,1.0526315789473684
SILVER/BLACK ORBIT NECKLACE,3,29.849999999999998,2,2,1.5
SILVER/BLACK PENDANT ORBIT NECKLACE,3,24.96,3,0,1.0
SILVER/CRYSTAL DROP EARRINGS W LEAF,16,46.76,10,1,1.6
